TMEM43	GO:0071763
GPR183	GO:0030890
GPR183	GO:0070374
GPR183	GO:2000458
EZR	GO:0000122
EZR	GO:0003376
EZR	GO:0007159
EZR	GO:0008360
EZR	GO:0010628
EZR	GO:0010737
EZR	GO:0022614
EZR	GO:0030033
EZR	GO:0030953
EZR	GO:0031532
EZR	GO:0034629
EZR	GO:0043622
EZR	GO:0046847
EZR	GO:0048015
EZR	GO:0050714
EZR	GO:0050860
EZR	GO:0051017
EZR	GO:0051660
EZR	GO:0061028
EZR	GO:0070373
EZR	GO:0071320
EZR	GO:0072697
EZR	GO:0090002
EZR	GO:1900041
EZR	GO:1902115
EZR	GO:1902966
EZR	GO:1903364
EZR	GO:1903753
EZR	GO:2000643
EZR	GO:0008361
EZR	GO:0022612
EZR	GO:0032956
EZR	GO:0045198
EZR	GO:1901222
HAUS2	GO:0051225
HAUS2	GO:0051297
MAPK8	GO:0006468
MAPK8	GO:0007254
MAPK8	GO:0007258
MAPK8	GO:0009411
MAPK8	GO:0010628
MAPK8	GO:0018105
MAPK8	GO:0018107
MAPK8	GO:0031281
MAPK8	GO:0032091
MAPK8	GO:0032880
MAPK8	GO:0043066
MAPK8	GO:0051247
MAPK8	GO:0071222
MAPK8	GO:0071260
MAPK8	GO:0090045
GUCY1B3	GO:0006182
CDCA8	GO:0007080
CDCA8	GO:0051276
FXN	GO:0006879
FXN	GO:0008284
FXN	GO:0010039
FXN	GO:0010722
FXN	GO:0016540
FXN	GO:0018283
FXN	GO:0030307
FXN	GO:0043066
FXN	GO:0043085
FXN	GO:0051349
FXN	GO:0070301
FXN	GO:0090201
FXN	GO:1904231
FXN	GO:1904234
ATP1B3	GO:0006883
ATP1B3	GO:0010107
ATP1B3	GO:0030007
ATP1B3	GO:0032781
ATP1B3	GO:0036376
ATP1B3	GO:0050821
ATP1B3	GO:0072659
ATP1B3	GO:0086009
ATP1B3	GO:1901018
ATP1B3	GO:1903278
ATP1B3	GO:1903288
BBS4	GO:0000281
BBS4	GO:0032465
BBS4	GO:0034454
BBS4	GO:0051297
BBS4	GO:0051457
BBS4	GO:0061512
BBS4	GO:0071539
RGS14	GO:0007051
RGS14	GO:0051301
NFIA	GO:0045944
CYP1A2	GO:0006706
CYP1A2	GO:0009403
CYP1A2	GO:0009820
CYP1A2	GO:0016098
CYP1A2	GO:0017144
CYP1A2	GO:0032787
CYP1A2	GO:0042737
CYP1A2	GO:0042738
CYP1A2	GO:0046483
CYP1A2	GO:0055114
CYP1A2	GO:0070989
CYP1A2	GO:0071615
NPAS2	GO:0045739
NPAS2	GO:0045893
NPAS2	GO:0045944
NPAS2	GO:0051775
NPAS2	GO:0060548
NPAS2	GO:2001020
TBCCD1	GO:0008360
TBCCD1	GO:0030334
TBCCD1	GO:0051661
TBCCD1	GO:0051684
DLL4	GO:0008285
DLL4	GO:0010596
DLL4	GO:0010628
DLL4	GO:0010629
DLL4	GO:0035924
DLL4	GO:0044344
DLL4	GO:0060579
DLL4	GO:0090051
DLL4	GO:1903588
LIG1	GO:0006284
LIG1	GO:0033151
PDE6B	GO:0046037
PDE6B	GO:0051480
ZNF622	GO:0008631
ZNF622	GO:0033674
ZNF622	GO:0043065
ZNF622	GO:0043410
ZNF622	GO:0046330
ANAPC16	GO:0016567
MYH10	GO:0000281
MYH10	GO:0030048
MYH10	GO:0031032
SUPT7L	GO:0043966
SUPT7L	GO:0051457
TOB1	GO:0008285
TOB1	GO:0017148
TOB1	GO:0060212
TOB1	GO:0060213
TOB1	GO:1900153
EI24	GO:0030308
RABGEF1	GO:0006612
PGGT1B	GO:0018344
ULBP1	GO:0030101
ULBP1	GO:0042267
GSG2	GO:0006468
GSG2	GO:0007064
GSG2	GO:0035556
GSG2	GO:0071459
GSG2	GO:0090231
GSG2	GO:2000751
GJD3	GO:0016264
GJD3	GO:0086065
EFNB3	GO:0048013
DMD	GO:0002027
DMD	GO:0034613
DMD	GO:0043043
DMD	GO:0060048
KANK2	GO:0000122
KANK2	GO:0008285
KANK2	GO:0033147
KANK2	GO:0043069
KANK2	GO:0070563
KANK2	GO:2000134
ACOT1	GO:0000038
ACOT1	GO:0001676
ACOT1	GO:0006637
CAMK2D	GO:0003254
CAMK2D	GO:0006468
CAMK2D	GO:0010613
CAMK2D	GO:0018105
CAMK2D	GO:0018107
CAMK2D	GO:0046777
CAMK2D	GO:0051259
CAMK2D	GO:0060341
CAMK2D	GO:1901897
CAMK2D	GO:1902306
CAMK2D	GO:2000650
SH3KBP1	GO:0007010
SH3KBP1	GO:0008360
SH3KBP1	GO:0016477
TPM4	GO:0001649
SCAMP5	GO:0034976
SCAMP5	GO:0045806
SCAMP5	GO:0045956
SCAMP5	GO:0050715
MPHOSPH8	GO:0044030
MPHOSPH8	GO:0045892
GALE	GO:0019388
CUL9	GO:0000226
CUL9	GO:0007088
CUL9	GO:0016567
CHD8	GO:0000122
CHD8	GO:0007420
CHD8	GO:0030178
CHD8	GO:0043044
CHD8	GO:0045892
CHD8	GO:0045893
CHD8	GO:0045944
CHD8	GO:0045945
CHD8	GO:0048565
CHD8	GO:0060070
CHD8	GO:0090090
USP42	GO:0016579
TNFSF12	GO:0045732
TNFSF12	GO:2001238
RIOK2	GO:0030490
RIOK2	GO:0042274
RIOK2	GO:2000208
RIOK2	GO:2000234
FBXW11	GO:0000209
FBXW11	GO:0016567
FBXW11	GO:0031146
FBXW11	GO:0031648
FBXW11	GO:0043161
FBXW11	GO:0045862
FBXW11	GO:0045892
GXYLT1	GO:0016266
KLK12	GO:0006508
HTR1D	GO:0007193
HTR1D	GO:0014827
TNNI3	GO:0032780
TNNI3	GO:0055010
TNNI3	GO:0060047
TNNI3	GO:0060048
SUMO2	GO:0016925
SUMO2	GO:0032436
TRADD	GO:0043123
TRADD	GO:0097191
ATP13A2	GO:0006874
ATP13A2	GO:0006879
ATP13A2	GO:0006882
ATP13A2	GO:0010821
ATP13A2	GO:0016241
ATP13A2	GO:0016243
ATP13A2	GO:0034599
ATP13A2	GO:0050714
ATP13A2	GO:0052548
ATP13A2	GO:0055069
ATP13A2	GO:0071287
ATP13A2	GO:1903543
ATP13A2	GO:1905037
ATP13A2	GO:1905122
ATP13A2	GO:1905165
ATP13A2	GO:1990938
TBC1D4	GO:0016192
TBC1D4	GO:0032869
NUDT15	GO:0000278
NUDT15	GO:0006195
NUDT15	GO:0006203
NUDT15	GO:0042262
NUDT15	GO:0042738
NUDT15	GO:0061136
NUDT15	GO:1901292
PRPF19	GO:0000209
PRPF19	GO:0000244
PRPF19	GO:0000245
PRPF19	GO:0000398
PRPF19	GO:0006303
PRPF19	GO:0010498
PRPF19	GO:0034613
PRPF19	GO:0070534
PRPF19	GO:0072422
PDE8A	GO:0001934
PDE8A	GO:0060548
PDE8A	GO:0070374
PDE8A	GO:0071364
PDE8A	GO:1903206
GATB	GO:0032543
GATB	GO:0070681
TCF21	GO:0000122
MARVELD3	GO:0006970
MARVELD3	GO:0010633
MARVELD3	GO:0045216
MARVELD3	GO:0046329
MARVELD3	GO:0050680
MARVELD3	GO:0070830
MARVELD3	GO:1902414
PIEZO1	GO:0033625
PIEZO1	GO:0033634
RBMX	GO:0000381
RBMX	GO:0001649
RBMX	GO:0006366
RBMX	GO:0006509
RBMX	GO:0045944
RBMX	GO:0071347
IFIH1	GO:0016925
IFIH1	GO:0032727
IFIH1	GO:0032728
IFIH1	GO:0039530
IKBKB	GO:0006468
IKBKB	GO:0007249
IKBKB	GO:0030866
IKBKB	GO:0033209
IKBKB	GO:0035509
IKBKB	GO:0042325
IKBKB	GO:0042501
IKBKB	GO:0045944
IKBKB	GO:0051092
IKBKB	GO:0070498
IKBKB	GO:0071356
IKBKB	GO:0090002
IKBKB	GO:1903140
IKBKB	GO:1903347
NUP62	GO:0006351
NUP62	GO:0007166
NUP62	GO:0008219
NUP62	GO:0008285
NUP62	GO:0043066
NUP62	GO:0043069
NUP62	GO:0043123
NUP62	GO:0045893
RAB3IP	GO:0006612
MVD	GO:0008284
MVD	GO:0008299
GSTK1	GO:0030855
UBR5	GO:0000209
UBR5	GO:0006974
UBR5	GO:0010628
UBR5	GO:0033160
UBR5	GO:0035413
UBR5	GO:0050847
UBR5	GO:0090263
UBR5	GO:1901315
UBR5	GO:2000780
SYMPK	GO:0006378
SYMPK	GO:0035307
ZC3H12A	GO:0002230
ZC3H12A	GO:0006974
ZC3H12A	GO:0010468
ZC3H12A	GO:0010508
ZC3H12A	GO:0010595
ZC3H12A	GO:0010628
ZC3H12A	GO:0010629
ZC3H12A	GO:0010884
ZC3H12A	GO:0010942
ZC3H12A	GO:0016579
ZC3H12A	GO:0032088
ZC3H12A	GO:0032715
ZC3H12A	GO:0032720
ZC3H12A	GO:0042307
ZC3H12A	GO:0043124
ZC3H12A	GO:0044828
ZC3H12A	GO:0045019
ZC3H12A	GO:0045600
ZC3H12A	GO:0045766
ZC3H12A	GO:0045944
ZC3H12A	GO:0051259
ZC3H12A	GO:0061014
ZC3H12A	GO:0061158
ZC3H12A	GO:0071222
ZC3H12A	GO:0071356
ZC3H12A	GO:0090502
ZC3H12A	GO:0098586
ZC3H12A	GO:1900745
ZC3H12A	GO:1903003
ZC3H12A	GO:1903799
ZC3H12A	GO:1904628
ZC3H12A	GO:1990869
ZC3H12A	GO:2000379
ZC3H12A	GO:2000627
FANCG	GO:0007005
VCP	GO:0006302
VCP	GO:0006734
VCP	GO:0006914
VCP	GO:0006974
VCP	GO:0010918
VCP	GO:0016567
VCP	GO:0018279
VCP	GO:0019079
VCP	GO:0019985
VCP	GO:0030433
VCP	GO:0030970
VCP	GO:0031334
VCP	GO:0032436
VCP	GO:0036503
VCP	GO:0043161
VCP	GO:0045732
VCP	GO:0071712
VCP	GO:0072389
VCP	GO:0097352
VCP	GO:1903006
VCP	GO:1903007
VCP	GO:1903715
VCP	GO:1903862
VCP	GO:2001171
KCTD13	GO:0016477
KCTD13	GO:0016567
KCTD13	GO:0035024
KCTD13	GO:0043149
KCTD13	GO:0043161
PGR	GO:0010629
PGR	GO:0045944
ERO1A	GO:0051085
CD44	GO:0030214
CD44	GO:0033138
CD44	GO:0034116
CD44	GO:0043066
CD44	GO:0043154
CD44	GO:0043518
CD44	GO:0044344
CD44	GO:0050731
CD44	GO:0051216
CD44	GO:0070374
CD44	GO:0070487
CD44	GO:1900625
CD44	GO:1902166
VASH1	GO:0001525
VASH1	GO:0001937
VASH1	GO:0009611
VASH1	GO:0010596
VASH1	GO:0016525
VASH1	GO:0043537
VASH1	GO:1901491
VASH1	GO:2000772
LRRC6	GO:0003341
LRRC6	GO:0030317
LRRC6	GO:0036158
LRRC6	GO:0036159
LRRC6	GO:0044458
LRRC6	GO:0060287
LRRC6	GO:0061458
RAB14	GO:0032456
RAB14	GO:0032880
KCNAB2	GO:1901379
ANP32B	GO:0006334
ANP32B	GO:0006919
ANP32B	GO:0045596
ANP32B	GO:0046827
SLC25A5	GO:0008284
SLC25A5	GO:1901029
KAT6A	GO:0006473
KAT6A	GO:0016573
KAT6A	GO:0030099
KAT6A	GO:0043966
KAT6A	GO:0045892
KAT6A	GO:0045893
KAT6A	GO:0090398
ERBB4	GO:0007165
ERBB4	GO:0007169
ERBB4	GO:0007595
ERBB4	GO:0008284
ERBB4	GO:0008285
ERBB4	GO:0016477
ERBB4	GO:0018108
ERBB4	GO:0042523
ERBB4	GO:0043653
ERBB4	GO:0045893
ERBB4	GO:0046777
ERBB4	GO:0070374
ERBB4	GO:2000366
PRKAR2B	GO:2000480
CDK4	GO:0000082
CDK4	GO:0006468
CDK4	GO:0008284
CDK4	GO:0010468
CDK4	GO:0010971
CDK4	GO:0042493
CDK4	GO:0048146
CDK4	GO:0071157
DNAJC24	GO:0032781
USP31	GO:0016579
GLYCTK	GO:0006468
TRDMT1	GO:0030488
CASP10	GO:0043123
JAML	GO:0007157
JAML	GO:0030593
JAML	GO:0035696
JAML	GO:0072672
KIFC1	GO:0007080
KIFC1	GO:0090307
SACS	GO:0090084
FAM46A	GO:0010468
FAM46A	GO:0030193
RAB20	GO:0090383
RAB20	GO:0090385
SCN5A	GO:0002027
SCN5A	GO:0006814
SCN5A	GO:0010765
SCN5A	GO:0035725
SCN5A	GO:0051899
SCN5A	GO:0060048
SCN5A	GO:0060307
SCN5A	GO:0060371
SCN5A	GO:0060372
SCN5A	GO:0060373
SCN5A	GO:0071277
SCN5A	GO:0086002
SCN5A	GO:0086004
SCN5A	GO:0086005
SCN5A	GO:0086010
SCN5A	GO:0086012
SCN5A	GO:0086014
SCN5A	GO:0086015
SCN5A	GO:0086016
SCN5A	GO:0086043
SCN5A	GO:0086045
SCN5A	GO:0086046
SCN5A	GO:0086047
SCN5A	GO:0086048
SCN5A	GO:0086067
SCN5A	GO:0086091
SCN5A	GO:0098912
SCN5A	GO:1902305
POC1B	GO:0001895
POC1B	GO:0008283
POC1B	GO:0060271
RAMP3	GO:0001921
RAMP3	GO:0006816
RAMP3	GO:0015031
RAMP3	GO:0031623
RAMP3	GO:0045892
RAMP3	GO:0072659
RAMP3	GO:0090004
CPSF2	GO:0006398
PSMA3	GO:0052548
ISPD	GO:0035269
SMURF1	GO:0000209
SMURF1	GO:0006611
SMURF1	GO:0016567
SMURF1	GO:0030154
SMURF1	GO:0030509
SMURF1	GO:0030512
SMURF1	GO:0030579
SMURF1	GO:0032801
SMURF1	GO:0034394
SMURF1	GO:0042787
SMURF1	GO:0043161
SMURF1	GO:0061736
SMURF1	GO:0061753
SMURF1	GO:0071211
SMURF1	GO:1903861
SMURF1	GO:2000060
PAGR1	GO:0033148
PAGR1	GO:0045944
PAGR1	GO:1902808
PTPN6	GO:0006470
PTPN6	GO:0008283
PTPN6	GO:0008284
PTPN6	GO:0014068
PTPN6	GO:0018108
PTPN6	GO:0030154
PTPN6	GO:0050732
PTPN6	GO:0070372
PTPN6	GO:2000045
UVSSA	GO:0006283
UVSSA	GO:0009411
UVSSA	GO:0016567
BMPR2	GO:0001935
BMPR2	GO:0001938
BMPR2	GO:0002063
BMPR2	GO:0003085
BMPR2	GO:0006366
BMPR2	GO:0007178
BMPR2	GO:0009267
BMPR2	GO:0010595
BMPR2	GO:0010634
BMPR2	GO:0010862
BMPR2	GO:0014916
BMPR2	GO:0030308
BMPR2	GO:0030501
BMPR2	GO:0030509
BMPR2	GO:0030513
BMPR2	GO:0042127
BMPR2	GO:0045669
BMPR2	GO:0045944
BMPR2	GO:0071773
BMPR2	GO:0072577
BMPR2	GO:1902731
BMPR2	GO:2000279
USP14	GO:0016579
USP14	GO:0050920
USP14	GO:0061136
USP14	GO:1903070
RAC3	GO:0030031
RAC3	GO:0030036
RAC3	GO:0033630
RAC3	GO:1900026
SIRT4	GO:0046322
SIRT4	GO:0046676
SIRT4	GO:1904182
GTF3C2	GO:0006351
GTF3C2	GO:0006383
CARNS1	GO:0035499
AKNA	GO:0045944
TMUB1	GO:0030433
S1PR2	GO:0003376
S1PR2	GO:0010800
S1PR2	GO:0031532
S1PR2	GO:0046847
S1PR2	GO:1903142
MED26	GO:0006357
GRP	GO:0007218
MLXIPL	GO:0008284
MLXIPL	GO:0033137
MLXIPL	GO:0045821
MLXIPL	GO:0046889
MLXIPL	GO:0071157
MLXIPL	GO:0090324
LSG1	GO:0051168
STRA6	GO:0001568
STRA6	GO:0001822
STRA6	GO:0003184
STRA6	GO:0003281
STRA6	GO:0007507
STRA6	GO:0007612
STRA6	GO:0007631
STRA6	GO:0030324
STRA6	GO:0030325
STRA6	GO:0030540
STRA6	GO:0042297
STRA6	GO:0043583
STRA6	GO:0043585
STRA6	GO:0048286
STRA6	GO:0048520
STRA6	GO:0048546
STRA6	GO:0048566
STRA6	GO:0048589
STRA6	GO:0048745
STRA6	GO:0048844
STRA6	GO:0050890
STRA6	GO:0050905
STRA6	GO:0060322
STRA6	GO:0060323
STRA6	GO:0060325
STRA6	GO:0060426
STRA6	GO:0060539
STRA6	GO:0060900
STRA6	GO:0061029
STRA6	GO:0061038
STRA6	GO:0061143
STRA6	GO:0061156
STRA6	GO:0061205
STRA6	GO:0097070
CLUH	GO:0007005
CLUH	GO:0048312
DHRS2	GO:0009636
DHRS2	GO:0034599
DHRS2	GO:0043011
DHRS2	GO:0043066
DHRS2	GO:0055114
HSD17B14	GO:0006706
SRGAP2C	GO:0021816
SRGAP2C	GO:0051490
SRGAP2C	GO:0061000
SRGAP2C	GO:2001224
DCTN2	GO:0007067
DCTN2	GO:0008283
DCTN2	GO:0071539
NARFL	GO:0001666
NARFL	GO:0010468
NARFL	GO:0016226
NARFL	GO:0032364
FGFBP3	GO:0043117
FGFBP3	GO:0045743
MRGPRX2	GO:0032467
MRGPRX2	GO:0043303
MRGPRX2	GO:0045576
TMEM70	GO:0033615
TEAD3	GO:0035329
TEAD3	GO:0055059
AQP5	GO:0015670
AQP5	GO:0030157
AQP5	GO:0042476
ZNF91	GO:0045892
ZNF91	GO:0070895
TRIM6	GO:0002230
TRIM6	GO:0002741
TRIM6	GO:0010629
TRIM6	GO:0010800
TRIM6	GO:0010994
TRIM6	GO:0032496
TRIM6	GO:0033138
TRIM6	GO:0035458
TRIM6	GO:0045071
TRIM6	GO:0060340
TRIM6	GO:0070206
TRIM6	GO:2000679
TRIM6	GO:1901222
CXCL17	GO:0000187
CXCL17	GO:0010575
CXCL17	GO:0010759
CXCL17	GO:0050728
CXCL17	GO:0090026
TMEM123	GO:0070267
SLC40A1	GO:0006879
SLC40A1	GO:0034755
NEBL	GO:0071691
BCS1L	GO:0007005
BCS1L	GO:0032981
BCS1L	GO:0033617
BCS1L	GO:0034551
B3GAT3	GO:0006024
B3GAT3	GO:0015012
B3GAT3	GO:0043085
B3GAT3	GO:0050650
B3GAT3	GO:0050651
B3GAT3	GO:0090316
WRNIP1	GO:0000731
WRNIP1	GO:0030174
NUP107	GO:0006406
NUP107	GO:0051292
ATP6V0E1	GO:0016049
DPH3	GO:0050709
DPH3	GO:0051099
POMC	GO:0006091
POMC	GO:0007165
POMC	GO:0007267
POMC	GO:0032098
POMC	GO:0032720
POMC	GO:0033059
POMC	GO:0045944
PRKRA	GO:0030422
PRKRA	GO:0031054
PRKRA	GO:0035196
DCUN1D3	GO:0010225
DCUN1D3	GO:0010332
DCUN1D3	GO:0030308
DCUN1D3	GO:0043065
FGF21	GO:0046326
FGF21	GO:0070374
USP30	GO:0000422
USP30	GO:0016579
USP30	GO:0035871
USP30	GO:0044313
BRD8	GO:0043967
BRD8	GO:0043968
SRSF4	GO:0048025
SLC6A4	GO:0006837
SLC6A4	GO:0009636
SLC6A4	GO:0015844
SLC6A4	GO:0021794
SLC6A4	GO:0051610
TLE2	GO:0045892
TLE2	GO:0090090
BLVRB	GO:0042167
GAS8	GO:0060294
PSIP1	GO:0000395
BCL2L11	GO:0008630
BCL2L11	GO:0032464
BCL2L11	GO:0034976
BCL2L11	GO:0043065
BCL2L11	GO:0090200
BCL2L11	GO:2000271
ARNTL2	GO:0006357
ARNTL2	GO:0007623
ARNTL2	GO:0045893
ARNTL2	GO:0045944
SOCS3	GO:0042512
SOCS3	GO:0042518
SOCS3	GO:0046426
B4GALT1	GO:0006487
B4GALT1	GO:0009312
DSG1	GO:0050821
FBXL3	GO:0031146
FBXL3	GO:0042752
CLIC5	GO:0006821
CLIC5	GO:0007605
MYBL1	GO:0045944
TRIM68	GO:0051865
TRIM68	GO:0060765
PSEN2	GO:0006509
PSEN2	GO:0016485
PSEN2	GO:0043085
TNKS1BP1	GO:0006302
TNKS1BP1	GO:0010800
TNKS1BP1	GO:0031954
TNKS1BP1	GO:0033138
TNKS1BP1	GO:0071479
OR1A2	GO:0032467
RC3H2	GO:0000209
MOCS2	GO:0006777
ROBO4	GO:0001525
AKT1S1	GO:0006469
AKT1S1	GO:0032007
AKT1S1	GO:0045792
CAV1	GO:0009617
CAV1	GO:0019065
CAV1	GO:0030193
CAV1	GO:0030512
CAV1	GO:0031295
CAV1	GO:0031397
CAV1	GO:0031398
CAV1	GO:0031623
CAV1	GO:0032091
CAV1	GO:0032092
CAV1	GO:0032570
CAV1	GO:0033137
CAV1	GO:0033138
CAV1	GO:0034141
CAV1	GO:0043627
CAV1	GO:0048550
CAV1	GO:0051480
CAV1	GO:0060355
CAV1	GO:0061099
CAV1	GO:0070836
CAV1	GO:0071360
CAV1	GO:0071455
CAV1	GO:0072584
CAV1	GO:0090263
CAV1	GO:0097190
CAV1	GO:0098903
CAV1	GO:1900027
CAV1	GO:1900085
CAV1	GO:1901380
CAV1	GO:1901979
CAV1	GO:2000286
CAV1	GO:2000535
CAV1	GO:2000811
CAV1	GO:2001238
CAV1	GO:2001244
SLC24A2	GO:0034220
FAM20C	GO:0006468
FAM20C	GO:0031214
TTN	GO:0003300
TTN	GO:0007076
TTN	GO:0030240
TTN	GO:0030241
TTN	GO:0035995
TTN	GO:0045214
TTN	GO:0045859
TTN	GO:0048739
TTN	GO:0048769
TTN	GO:0050790
TTN	GO:0051592
TTN	GO:0055003
TTN	GO:0055008
TTN	GO:0060048
H3F3A	GO:0006334
H3F3A	GO:0006336
H3F3A	GO:0030307
DDX4	GO:0030317
CLEC7A	GO:0006910
CLEC7A	GO:0008037
TBC1D17	GO:0042147
TBC1D17	GO:1902017
CREB3	GO:0006990
CREB3	GO:0045944
CREB3	GO:0090026
CREB3	GO:1902236
FMR1	GO:0000381
FMR1	GO:0002092
FMR1	GO:0006974
FMR1	GO:0033129
FMR1	GO:0044830
FMR1	GO:0045727
FMR1	GO:0051489
FMR1	GO:0060964
FMR1	GO:0060998
FMR1	GO:0098586
FMR1	GO:0098908
FMR1	GO:1901254
FMR1	GO:1902416
FMR1	GO:2000637
FMR1	GO:2001022
SPAST	GO:0000281
SPAST	GO:0001578
SPAST	GO:0006888
SPAST	GO:0010458
SPAST	GO:0031468
SPAST	GO:0032467
SPAST	GO:0034214
SPAST	GO:0051013
SPAST	GO:0051228
SPAST	GO:0051260
SPAST	GO:0090148
HSPA8	GO:0031647
HSPA8	GO:0042026
HSPA8	GO:0045892
HSPA8	GO:0046034
HSPA8	GO:0061740
HSPA8	GO:1902904
HAUS6	GO:0051225
HAUS6	GO:0051297
PRAME	GO:0008284
PRAME	GO:0043066
PRAME	GO:0045596
PRAME	GO:0045892
PRAME	GO:0048387
BLNK	GO:0035556
ADD1	GO:0032092
ADD1	GO:0051016
ADD1	GO:0051017
SLC3A2	GO:0043330
TRAPPC12	GO:0051310
TRAPPC12	GO:0090234
TRAPPC12	GO:1905342
KL	GO:0007568
KL	GO:0030501
TNFRSF18	GO:0002687
TNFRSF18	GO:0042511
TNFRSF18	GO:0045785
GALM	GO:0006006
GALM	GO:0006012
AHCYL1	GO:0006378
AHCYL1	GO:0010765
AHCYL1	GO:0031440
AHCYL1	GO:0032412
AHCYL1	GO:0038166
AHCYL1	GO:0051592
FYTTD1	GO:0006406
RFC2	GO:1900264
MSN	GO:0007159
MSN	GO:0008360
MSN	GO:0008361
MSN	GO:0010628
MSN	GO:0022612
MSN	GO:0022614
MSN	GO:0045198
MSN	GO:0050900
MSN	GO:0061028
MSN	GO:0071394
MSN	GO:1902115
MSN	GO:1902966
MSN	GO:1903364
MSN	GO:2000401
MSN	GO:2000643
PGD	GO:0009051
PGD	GO:0055114
TRABD2B	GO:0006508
TRABD2B	GO:0030178
TRABD2B	GO:0032461
TRABD2B	GO:1904808
TXK	GO:0006357
TXK	GO:0006468
TXK	GO:0032729
TXK	GO:0045944
TXK	GO:0046777
TXK	GO:0060335
FOXA1	GO:0010719
FOXA1	GO:0032355
FOXA1	GO:0033148
FOXA1	GO:0045931
FOXA1	GO:0045944
FOXA1	GO:0051091
UGT1A10	GO:0051552
UGT1A10	GO:0052695
SATB1	GO:0000122
AMER1	GO:0031398
AMER1	GO:0060828
AMER1	GO:0090090
AMER1	GO:0090263
AMER1	GO:1903364
SLC11A1	GO:0006826
SLC11A1	GO:0006876
SLC11A1	GO:0006879
SLC11A1	GO:0009617
SLC11A1	GO:0070574
NCSTN	GO:0006509
NCSTN	GO:0016485
NCSTN	GO:0034205
NCSTN	GO:0042982
NCSTN	GO:0043085
EREG	GO:0007267
EREG	GO:0008284
EREG	GO:0009299
EREG	GO:0019221
EREG	GO:0042108
EREG	GO:0042327
EREG	GO:0043616
EREG	GO:0045740
EREG	GO:0045860
EREG	GO:0045892
EREG	GO:0048146
EREG	GO:0051151
NDUFS1	GO:0008637
NDUFS1	GO:0045333
NDUFS1	GO:0046034
NDUFS1	GO:0051881
NDUFS1	GO:0072593
ROBO1	GO:0002042
ROBO1	GO:0006919
ROBO1	GO:0007156
ROBO1	GO:0021836
ROBO1	GO:0030336
ROBO1	GO:0033600
ROBO1	GO:0035025
ROBO1	GO:0035385
ROBO1	GO:0050772
ROBO1	GO:0050925
ROBO1	GO:0070100
NME1	GO:0043388
NME1	GO:0050679
ILF2	GO:0006351
ILF2	GO:0045893
BRSK2	GO:0000086
BRSK2	GO:0006468
BRSK2	GO:0031532
BRSK2	GO:0036503
BRSK2	GO:0061178
BRSK2	GO:0070059
HYAL2	GO:0000302
HYAL2	GO:0006027
HYAL2	GO:0009615
HYAL2	GO:0010764
HYAL2	GO:0019064
HYAL2	GO:0019087
HYAL2	GO:0030214
HYAL2	GO:0030308
HYAL2	GO:0042117
HYAL2	GO:0043407
HYAL2	GO:0044344
HYAL2	GO:0046677
HYAL2	GO:0050729
HYAL2	GO:0051216
HYAL2	GO:0051898
HYAL2	GO:0061099
HYAL2	GO:0071347
HYAL2	GO:0071356
HYAL2	GO:0071493
HYAL2	GO:0071560
HYAL2	GO:2000484
HYAL2	GO:2000778
MED25	GO:0000122
MED25	GO:0035563
MED25	GO:0045944
MED25	GO:0048147
MED25	GO:0071158
MED25	GO:2001178
IL6	GO:0001781
IL6	GO:0002384
IL6	GO:0002675
IL6	GO:0006954
IL6	GO:0008284
IL6	GO:0010574
IL6	GO:0010628
IL6	GO:0019221
IL6	GO:0031175
IL6	GO:0032722
IL6	GO:0032755
IL6	GO:0032966
IL6	GO:0033138
IL6	GO:0042102
IL6	GO:0042517
IL6	GO:0043065
IL6	GO:0043066
IL6	GO:0043410
IL6	GO:0045727
IL6	GO:0045893
IL6	GO:0045944
IL6	GO:0046427
IL6	GO:0048661
IL6	GO:0050731
IL6	GO:0050871
IL6	GO:0051024
IL6	GO:0051091
IL6	GO:0051384
IL6	GO:0051607
IL6	GO:0070102
IL6	GO:0070301
IL6	GO:0071222
IL6	GO:0051092
GPC6	GO:0016477
ZNF141	GO:0035108
MIF	GO:0001516
MIF	GO:0007166
MIF	GO:0008283
MIF	GO:0010629
MIF	GO:0010739
MIF	GO:0019752
MIF	GO:0030890
MIF	GO:0033138
MIF	GO:0042327
MIF	GO:0043066
MIF	GO:0043518
MIF	GO:0048146
MIF	GO:0050715
MIF	GO:0050731
MIF	GO:0070207
MIF	GO:0070374
MIF	GO:0071157
MIF	GO:0090344
MIF	GO:1902166
ECSIT	GO:0051341
NDUFAF5	GO:0030961
NDUFAF5	GO:0032981
CPEB1	GO:0032869
CPEB1	GO:0071456
CPEB1	GO:2000766
WASF2	GO:0010592
WASF2	GO:0051497
RAB27B	GO:0045921
RAB27B	GO:0071985
HEPACAM2	GO:0051297
ANAPC11	GO:0016567
ANAPC11	GO:0070979
TONSL	GO:0000724
TONSL	GO:0031297
NRP1	GO:0001525
NRP1	GO:0035729
NRP1	GO:0035767
NRP1	GO:0048008
NRP1	GO:0048010
NRP1	GO:0048012
NRP1	GO:0050731
CCSAP	GO:1901673
CCSAP	GO:1990755
RGS6	GO:0043547
VASN	GO:0010719
VASN	GO:0030512
NR0B2	GO:0010628
NR0B2	GO:0010629
NR0B2	GO:0043433
RBCK1	GO:0000209
RBCK1	GO:0032088
RBCK1	GO:0043123
RBCK1	GO:0043161
