from,to,weight,type,gene
b3458,b1945,0.857,obo1,b3458
b1945,b1587,0.714,obo2,b3458
b1587,b2125,0.571,obo1,b3458
b2125,b2014,0.429,obo2,b3458
b2014,b2752,0.286,obo1,b3458
b2752,b2416,0.143,obo2,b3458
b2416,b2752,0.000,obo1,b3458
b0003,b1444,0.500,obo1,b0003
b1444,b0003,0.000,obo2,b0003
b0002,b2185,0.857,obo1,b0002
b2185,b0285,0.714,obo2,b0002
b0285,b0284,0.571,obo1,b0002
b0284,b1632,0.429,obo2,b0002
b1632,b1883,0.286,obo1,b0002
b1883,b1224,0.143,obo2,b0002
b1224,b1883,0.000,obo1,b0002
b2925,b0860,0.833,obo1,b2925
b0860,b1493,0.667,obo2,b2925
b1493,b2903,0.500,obo1,b2925
b2903,b4188,0.333,obo2,b2925
b4188,b2203,0.167,obo1,b2925
b2203,b4188,0.000,obo2,b2925
b3451,b3153,0.800,obo1,b3451
b3153,b1276,0.600,obo2,b3451
b1276,b1074,0.400,obo1,b3451
b1074,b1888,0.200,obo2,b3451
b1888,b3153,0.000,obo1,b3451
b3708,b0903,0.875,obo1,b3708
b0903,b1519,0.750,obo2,b3708
b1519,b3625,0.625,obo1,b3708
b3625,b1134,0.500,obo2,b3708
b1134,b3312,0.375,obo1,b3708
b3312,b0419,0.250,obo2,b3708
b0419,b0523,0.125,obo1,b3708
b0523,b0419,0.000,obo2,b3708
b3455,b2569,0.800,obo1,b3455
b2569,b1767,0.600,obo2,b3455
b1767,b0003,0.400,obo1,b3455
b0003,b1444,0.200,obo2,b3455
b1444,b0003,0.000,obo1,b3455
b3454,b3983,0.667,obo1,b3454
b3983,b1818,0.333,obo2,b3454
b1818,b3983,0.000,obo1,b3454
b3457,b3382,0.500,obo1,b3457
b3382,b3457,0.000,obo2,b3457
b3456,b3297,0.857,obo1,b3456
b3297,b1090,0.714,obo2,b3456
b1090,b2038,0.571,obo1,b3456
b2038,b2423,0.429,obo2,b3456
b2423,b4072,0.286,obo1,b3456
b4072,b1864,0.143,obo2,b3456
b1864,b2038,0.000,obo1,b3456
b3810,b2037,0.833,obo1,b3810
b2037,b1864,0.667,obo2,b3810
b1864,b2038,0.500,obo1,b3810
b2038,b2423,0.333,obo2,b3810
b2423,b4072,0.167,obo1,b3810
b4072,b1864,0.000,obo2,b3810
b4072,b1864,0.750,obo1,b4072
b1864,b2038,0.500,obo2,b4072
b2038,b2423,0.250,obo1,b4072
b2423,b4072,0.000,obo2,b4072
b1536,b1197,0.500,obo1,b1536
b1197,b1536,0.000,obo2,b1536
b4071,b1444,0.667,obo1,b4071
b1444,b0003,0.333,obo2,b4071
b0003,b1444,0.000,obo1,b4071
b1530,b1286,0.750,obo1,b1530
b1286,b0440,0.500,obo2,b1530
b0440,b2035,0.250,obo1,b1530
b2035,b0440,0.000,obo2,b1530
b0419,b0523,0.500,obo1,b0419
b0523,b0419,0.000,obo2,b0419
b3510,b1779,0.500,obo1,b3510
b1779,b3510,0.000,obo2,b3510
b3203,b1286,0.750,obo1,b3203
b1286,b0440,0.500,obo2,b3203
b0440,b2035,0.250,obo1,b3203
b2035,b0440,0.000,obo2,b3203
b2199,b2600,0.857,obo1,b2199
b2600,b2281,0.714,obo2,b2199
b2281,b1628,0.571,obo1,b2199
b1628,b3959,0.429,obo2,b2199
b3959,b0118,0.286,obo1,b2199
b0118,b0863,0.143,obo2,b2199
b0863,b2600,0.000,obo1,b2199
b2198,b2234,0.941,obo1,b2198
b2234,b2032,0.882,obo2,b2198
b2032,b0311,0.824,obo1,b2198
b0311,b2597,0.765,obo2,b2198
b2597,b0729,0.706,obo1,b2198
b0729,b1254,0.647,obo2,b2198
b1254,b1129,0.588,obo1,b2198
b1129,b4119,0.529,obo2,b2198
b4119,b0726,0.471,obo1,b2198
b0726,b3748,0.412,obo2,b2198
b3748,b2341,0.353,obo1,b2198
b2341,b2309,0.294,obo2,b2198
b2309,b2287,0.235,obo1,b2198
b2287,b1076,0.176,obo2,b2198
b1076,b0003,0.118,obo1,b2198
b0003,b1444,0.059,obo2,b2198
b1444,b0003,0.000,obo1,b2198
b2197,b1039,0.833,obo1,b2197
b1039,b2137,0.667,obo2,b2197
b2137,b2875,0.500,obo1,b2197
b2875,b3599,0.333,obo2,b2197
b3599,b1583,0.167,obo1,b2197
b1583,b2197,0.000,obo2,b2197
b0199,b3280,0.750,obo1,b0199
b3280,b2844,0.500,obo2,b0199
b2844,b0120,0.250,obo1,b0199
b0120,b2844,0.000,obo2,b0199
b0198,b0866,0.750,obo1,b0198
b0866,b1602,0.500,obo2,b0198
b1602,b1000,0.250,obo1,b0198
b1000,b1602,0.000,obo2,b0198
b3734,b4051,0.800,obo1,b3734
b4051,b2020,0.600,obo2,b3734
b2020,b4045,0.400,obo1,b3734
b4045,b2019,0.200,obo2,b3734
b2019,b4045,0.000,obo1,b3734
b3735,b2241,0.500,obo1,b3735
b2241,b3735,0.000,obo2,b3735
b0522,b2150,0.875,obo1,b0522
b2150,b2796,0.750,obo2,b0522
b2796,b3384,0.625,obo1,b0522
b3384,b0926,0.500,obo2,b0522
b0926,b1849,0.375,obo1,b0522
b1849,b1444,0.250,obo2,b0522
b1444,b0003,0.125,obo1,b0522
b0003,b1444,0.000,obo2,b0522
b0523,b0419,0.500,obo1,b0523
b0419,b0523,0.000,obo2,b0523
b0524,b2204,0.800,obo1,b0524
b2204,b3292,0.600,obo2,b0524
b3292,b0861,0.400,obo1,b0524
b0861,b1921,0.200,obo2,b0524
b1921,b0861,0.000,obo1,b0524
b3731,b3650,0.750,obo1,b3731
b3650,b0114,0.500,obo2,b3731
b0114,b0750,0.250,obo1,b3731
b0750,b0114,0.000,obo2,b3731
b2609,b0220,0.667,obo1,b2609
b0220,b2904,0.333,obo2,b2609
b2904,b0220,0.000,obo1,b2609
b2608,b3707,0.667,obo1,b2608
b3707,b0585,0.333,obo2,b2608
b0585,b3707,0.000,obo1,b2608
b2607,b2847,0.500,obo1,b2607
b2847,b2607,0.000,obo2,b2607
b0950,b0635,0.667,obo1,b0950
b0635,b3726,0.333,obo2,b0950
b3726,b0635,0.000,obo1,b0950
b0953,b2991,0.750,obo1,b0953
b2991,b2240,0.500,obo2,b0953
b2240,b2535,0.250,obo1,b0953
b2535,b2240,0.000,obo2,b0953
b2351,b1079,0.750,obo1,b2351
b1079,b3510,0.500,obo2,b2351
b3510,b1779,0.250,obo1,b2351
b1779,b3510,0.000,obo2,b2351
b0486,b1165,0.750,obo1,b0486
b1165,b3991,0.500,obo2,b0486
b3991,b1164,0.250,obo1,b0486
b1164,b3991,0.000,obo2,b0486
b0485,b0127,0.667,obo1,b0485
b0127,b1599,0.333,obo2,b0485
b1599,b0127,0.000,obo1,b0485
b2600,b2281,0.833,obo1,b2600
b2281,b1628,0.667,obo2,b2600
b1628,b3959,0.500,obo1,b2600
b3959,b0118,0.333,obo2,b2600
b0118,b0863,0.167,obo1,b2600
b0863,b2600,0.000,obo2,b2600
b3649,b0871,0.750,obo1,b3649
b0871,b1523,0.500,obo2,b3649
b1523,b0810,0.250,obo1,b3649
b0810,b1523,0.000,obo2,b3649
b3987,b2498,0.750,obo1,b3987
b2498,b4045,0.500,obo2,b3987
b4045,b2019,0.250,obo1,b3987
b2019,b4045,0.000,obo2,b3987
b2997,b1333,0.833,obo1,b2997
b1333,b2674,0.667,obo2,b2997
b2674,b0950,0.500,obo1,b2997
b0950,b0635,0.333,obo2,b2997
b0635,b3726,0.167,obo1,b2997
b3726,b0635,0.000,obo2,b2997
b0312,b3417,0.750,obo1,b0312
b3417,b2148,0.500,obo2,b0312
b2148,b3190,0.250,obo1,b0312
b3190,b2148,0.000,obo2,b0312
b0311,b2597,0.929,obo1,b0311
b2597,b0729,0.857,obo2,b0311
b0729,b1254,0.786,obo1,b0311
b1254,b1129,0.714,obo2,b0311
b1129,b4119,0.643,obo1,b0311
b4119,b0726,0.571,obo2,b0311
b0726,b3748,0.500,obo1,b0311
b3748,b2341,0.429,obo2,b0311
b2341,b2309,0.357,obo1,b0311
b2309,b2287,0.286,obo2,b0311
b2287,b1076,0.214,obo1,b0311
b1076,b0003,0.143,obo2,b0311
b0003,b1444,0.071,obo1,b0311
b1444,b0003,0.000,obo2,b0311
b2994,b0419,0.667,obo1,b2994
b0419,b0523,0.333,obo2,b2994
b0523,b0419,0.000,obo1,b2994
b4152,b2752,0.667,obo1,b4152
b2752,b2416,0.333,obo2,b4152
b2416,b2752,0.000,obo1,b4152
b2992,b1252,0.833,obo1,b2992
b1252,b1668,0.667,obo2,b2992
b1668,b0871,0.500,obo1,b2992
b0871,b1523,0.333,obo2,b2992
b1523,b0810,0.167,obo1,b2992
b0810,b1523,0.000,obo2,b2992
b2991,b2240,0.667,obo1,b2991
b2240,b2535,0.333,obo2,b2991
b2535,b2240,0.000,obo1,b2991
b2990,b2535,0.667,obo1,b2990
b2535,b2240,0.333,obo2,b2990
b2240,b2535,0.000,obo1,b2990
b1897,b1921,0.667,obo1,b1897
b1921,b0861,0.333,obo2,b1897
b0861,b1921,0.000,obo1,b1897
b1896,b1116,0.933,obo1,b1896
b1116,b3737,0.867,obo2,b1896
b3737,b1939,0.800,obo1,b1896
b1939,b3993,0.733,obo2,b1896
b3993,b0439,0.667,obo1,b1896
b0439,b3288,0.600,obo2,b1896
b3288,b4315,0.533,obo1,b1896
b4315,b3393,0.467,obo2,b1896
b3393,b2281,0.400,obo1,b1896
b2281,b1628,0.333,obo2,b1896
b1628,b3959,0.267,obo1,b1896
b3959,b0118,0.200,obo2,b1896
b0118,b0863,0.133,obo1,b1896
b0863,b2600,0.067,obo2,b1896
b2600,b2281,0.000,obo1,b1896
b3984,b3317,0.750,obo1,b3984
b3317,b0127,0.500,obo2,b3984
b0127,b1599,0.250,obo1,b3984
b1599,b0127,0.000,obo2,b3984
b1891,b0523,0.667,obo1,b1891
b0523,b0419,0.333,obo2,b1891
b0419,b0523,0.000,obo1,b1891
b1890,b2239,0.750,obo1,b1890
b2239,b2302,0.500,obo2,b1890
b2302,b1207,0.250,obo1,b1890
b1207,b1890,0.000,obo2,b1890
b1784,b2682,0.500,obo1,b1784
b2682,b1784,0.000,obo2,b1784
b0861,b1921,0.500,obo1,b0861
b1921,b0861,0.000,obo2,b0861
b1629,b3317,0.750,obo1,b1629
b3317,b0127,0.500,obo2,b1629
b0127,b1599,0.250,obo1,b1629
b1599,b0127,0.000,obo2,b1629
b2103,b3981,0.667,obo1,b2103
b3981,b0151,0.333,obo2,b2103
b0151,b3981,0.000,obo1,b2103
b3408,b2187,0.750,obo1,b3408
b2187,b4068,0.500,obo2,b3408
b4068,b3622,0.250,obo1,b3408
b3622,b4068,0.000,obo2,b3408
b0863,b2600,0.833,obo1,b0863
b2600,b2281,0.667,obo2,b0863
b2281,b1628,0.500,obo1,b0863
b1628,b3959,0.333,obo2,b0863
b3959,b0118,0.167,obo1,b0863
b0118,b0863,0.000,obo2,b0863
b3786,b1680,0.833,obo1,b3786
b1680,b2762,0.667,obo2,b3786
b2762,b2507,0.500,obo1,b3786
b2507,b1684,0.333,obo2,b3786
b1684,b2242,0.167,obo1,b3786
b2242,b1684,0.000,obo2,b3786
b0710,b0767,0.800,obo1,b0710
b0767,b2537,0.600,obo2,b0710
b2537,b3507,0.400,obo1,b0710
b3507,b3388,0.200,obo2,b0710
b3388,b3507,0.000,obo1,b0710
b1091,b0062,0.667,obo1,b1091
b0062,b1478,0.333,obo2,b1091
b1478,b0062,0.000,obo1,b1091
b1090,b2038,0.800,obo1,b1090
b2038,b2423,0.600,obo2,b1090
b2423,b4072,0.400,obo1,b1090
b4072,b1864,0.200,obo2,b1090
b1864,b2038,0.000,obo1,b1090
b4174,b3400,0.750,obo1,b4174
b3400,b3170,0.500,obo2,b4174
b3170,b1243,0.250,obo1,b4174
b1243,b3170,0.000,obo2,b4174
b1940,b3315,0.833,obo1,b1940
b3315,b2799,0.667,obo2,b1940
b2799,b1732,0.500,obo1,b1940
b1732,b3507,0.333,obo2,b1940
b3507,b3388,0.167,obo1,b1940
b3388,b3507,0.000,obo2,b1940
b1099,b0631,0.750,obo1,b1099
b0631,b1679,0.500,obo2,b1099
b1679,b3167,0.250,obo1,b1099
b3167,b1679,0.000,obo2,b1099
b3157,b1166,0.500,obo1,b3157
b1166,b3157,0.000,obo2,b3157
b4070,b1955,0.923,obo1,b4070
b1955,b3604,0.846,obo2,b4070
b3604,b3606,0.769,obo1,b4070
b3606,b1923,0.692,obo2,b4070
b1923,b2661,0.615,obo1,b4070
b2661,b3296,0.538,obo2,b4070
b3296,b0724,0.462,obo1,b4070
b0724,b1225,0.385,obo2,b4070
b1225,b3307,0.308,obo1,b4070
b3307,b1632,0.231,obo2,b4070
b1632,b1883,0.154,obo1,b4070
b1883,b1224,0.077,obo2,b4070
b1224,b1883,0.000,obo1,b4070
b1953,b0143,0.929,obo1,b1953
b0143,b1955,0.857,obo2,b1953
b1955,b3604,0.786,obo1,b1953
b3604,b3606,0.714,obo2,b1953
b3606,b1923,0.643,obo1,b1953
b1923,b2661,0.571,obo2,b1953
b2661,b3296,0.500,obo1,b1953
b3296,b0724,0.429,obo2,b1953
b0724,b1225,0.357,obo1,b1953
b1225,b3307,0.286,obo2,b1953
b3307,b1632,0.214,obo1,b1953
b1632,b1883,0.143,obo2,b1953
b1883,b1224,0.071,obo1,b1953
b1224,b1883,0.000,obo2,b1953
b1853,b1955,0.923,obo1,b1853
b1955,b3604,0.846,obo2,b1853
b3604,b3606,0.769,obo1,b1853
b3606,b1923,0.692,obo2,b1853
b1923,b2661,0.615,obo1,b1853
b2661,b3296,0.538,obo2,b1853
b3296,b0724,0.462,obo1,b1853
b0724,b1225,0.385,obo2,b1853
b1225,b3307,0.308,obo1,b1853
b3307,b1632,0.231,obo2,b1853
b1632,b1883,0.154,obo1,b1853
b1883,b1224,0.077,obo2,b1853
b1224,b1883,0.000,obo1,b1853
b2809,b3336,0.900,obo1,b2809
b3336,b0085,0.800,obo2,b2809
b0085,b3892,0.700,obo1,b2809
b3892,b3314,0.600,obo2,b2809
b3314,b0595,0.500,obo1,b2809
b0595,b2146,0.400,obo2,b2809
b2146,b2283,0.300,obo1,b2809
b2283,b1244,0.200,obo2,b2809
b1244,b2296,0.100,obo1,b2809
b2296,b1244,0.000,obo2,b2809
b2703,b1679,0.667,obo1,b2703
b1679,b3167,0.333,obo2,b2703
b3167,b1679,0.000,obo1,b2703
b0905,b3787,0.923,obo1,b0905
b3787,b2869,0.846,obo2,b0905
b2869,b3540,0.769,obo1,b0905
b3540,b3923,0.692,obo2,b0905
b3923,b2665,0.615,obo1,b0905
b2665,b1967,0.538,obo2,b0905
b1967,b1628,0.462,obo1,b0905
b1628,b3959,0.385,obo2,b0905
b3959,b0118,0.308,obo1,b0905
b0118,b0863,0.231,obo2,b0905
b0863,b2600,0.154,obo1,b0905
b2600,b2281,0.077,obo2,b0905
b2281,b1628,0.000,obo1,b0905
b2141,b1072,0.875,obo1,b2141
b1072,b2127,0.750,obo2,b2141
b2127,b3303,0.625,obo1,b2141
b3303,b1890,0.500,obo2,b2141
b1890,b2239,0.375,obo1,b2141
b2239,b2302,0.250,obo2,b2141
b2302,b1207,0.125,obo1,b2141
b1207,b1890,0.000,obo2,b2141
b1276,b1074,0.750,obo1,b1276
b1074,b1888,0.500,obo2,b1276
b1888,b3153,0.250,obo1,b1276
b3153,b1276,0.000,obo2,b1276
b0775,b3175,0.875,obo1,b0775
b3175,b2185,0.750,obo2,b0775
b2185,b0285,0.625,obo1,b0775
b0285,b0284,0.500,obo2,b0775
b0284,b1632,0.375,obo1,b0775
b1632,b1883,0.250,obo2,b0775
b1883,b1224,0.125,obo1,b0775
b1224,b1883,0.000,obo2,b0775
b0774,b3981,0.667,obo1,b0774
b3981,b0151,0.333,obo2,b0774
b0151,b3981,0.000,obo1,b0774
b0777,b3301,0.750,obo1,b0777
b3301,b0591,0.500,obo2,b0777
b0591,b3261,0.250,obo1,b0777
b3261,b0591,0.000,obo2,b0777
b0776,b0093,0.875,obo1,b0776
b0093,b1944,0.750,obo2,b0776
b1944,b1900,0.625,obo1,b0776
b1900,b4381,0.500,obo2,b0776
b4381,b1891,0.375,obo1,b0776
b1891,b0523,0.250,obo2,b0776
b0523,b0419,0.125,obo1,b0776
b0419,b0523,0.000,obo2,b0776
b1376,b1487,0.875,obo1,b1376
b1487,b2235,0.750,obo2,b1376
b2235,b1947,0.625,obo1,b1376
b1947,b1631,0.500,obo2,b1376
b1631,b0058,0.375,obo1,b1376
b0058,b1444,0.250,obo2,b1376
b1444,b0003,0.125,obo1,b1376
b0003,b1444,0.000,obo2,b1376
b4352,b3301,0.750,obo1,b4352
b3301,b0591,0.500,obo2,b4352
b0591,b3261,0.250,obo1,b4352
b3261,b0591,0.000,obo2,b4352
b3308,b0143,0.929,obo1,b3308
b0143,b1955,0.857,obo2,b3308
b1955,b3604,0.786,obo1,b3308
b3604,b3606,0.714,obo2,b3308
b3606,b1923,0.643,obo1,b3308
b1923,b2661,0.571,obo2,b3308
b2661,b3296,0.500,obo1,b3308
b3296,b0724,0.429,obo2,b3308
b0724,b1225,0.357,obo1,b3308
b1225,b3307,0.286,obo2,b3308
b3307,b1632,0.214,obo1,b3308
b1632,b1883,0.143,obo2,b3308
b1883,b1224,0.071,obo1,b3308
b1224,b1883,0.000,obo2,b3308
b3172,b2521,0.900,obo1,b3172
b2521,b2415,0.800,obo2,b3172
b2415,b2276,0.700,obo1,b3172
b2276,b1709,0.600,obo2,b3172
b1709,b0285,0.500,obo1,b3172
b0285,b0284,0.400,obo2,b3172
b0284,b1632,0.300,obo1,b3172
b1632,b1883,0.200,obo2,b3172
b1883,b1224,0.100,obo1,b3172
b1224,b1883,0.000,obo2,b3172
b3170,b1243,0.500,obo1,b3170
b1243,b3170,0.000,obo2,b3170
b3175,b2185,0.857,obo1,b3175
b2185,b0285,0.714,obo2,b3175
b0285,b0284,0.571,obo1,b3175
b0284,b1632,0.429,obo2,b3175
b1632,b1883,0.286,obo1,b3175
b1883,b1224,0.143,obo2,b3175
b1224,b1883,0.000,obo1,b3175
b3513,b2308,0.900,obo1,b3513
b2308,b2307,0.800,obo2,b3513
b2307,b0002,0.700,obo1,b3513
b0002,b2185,0.600,obo2,b3513
b2185,b0285,0.500,obo1,b3513
b0285,b0284,0.400,obo2,b3513
b0284,b1632,0.300,obo1,b3513
b1632,b1883,0.200,obo2,b3513
b1883,b1224,0.100,obo1,b3513
b1224,b1883,0.000,obo2,b3513
b1799,b3731,0.800,obo1,b1799
b3731,b3650,0.600,obo2,b1799
b3650,b0114,0.400,obo1,b1799
b0114,b0750,0.200,obo2,b1799
b0750,b0114,0.000,obo1,b1799
b1652,b4377,0.889,obo1,b1652
b4377,b3175,0.778,obo2,b1652
b3175,b2185,0.667,obo1,b1652
b2185,b0285,0.556,obo2,b1652
b0285,b0284,0.444,obo1,b1652
b0284,b1632,0.333,obo2,b1652
b1632,b1883,0.222,obo1,b1652
b1883,b1224,0.111,obo2,b1652
b1224,b1883,0.000,obo1,b1652
b1870,b0777,0.800,obo1,b1870
b0777,b3301,0.600,obo2,b1870
b3301,b0591,0.400,obo1,b1870
b0591,b3261,0.200,obo2,b1870
b3261,b0591,0.000,obo1,b1870
b3073,b3301,0.750,obo1,b3073
b3301,b0591,0.500,obo2,b3073
b0591,b3261,0.250,obo1,b3073
b3261,b0591,0.000,obo2,b3073
b1976,b3301,0.750,obo1,b1976
b3301,b0591,0.500,obo2,b1976
b0591,b3261,0.250,obo1,b1976
b3261,b0591,0.000,obo2,b1976
b1879,b2342,0.750,obo1,b1879
b2342,b3981,0.500,obo2,b1879
b3981,b0151,0.250,obo1,b1879
b0151,b3981,0.000,obo2,b1879
b1795,b4174,0.800,obo1,b1795
b4174,b3400,0.600,obo2,b1795
b3400,b3170,0.400,obo1,b1795
b3170,b1243,0.200,obo2,b1795
b1243,b3170,0.000,obo1,b1795
b0707,b3288,0.900,obo1,b0707
b3288,b4315,0.800,obo2,b0707
b4315,b3393,0.700,obo1,b0707
b3393,b2281,0.600,obo2,b0707
b2281,b1628,0.500,obo1,b0707
b1628,b3959,0.400,obo2,b0707
b3959,b0118,0.300,obo1,b0707
b0118,b0863,0.200,obo2,b0707
b0863,b2600,0.100,obo1,b0707
b2600,b2281,0.000,obo2,b0707
b3737,b1939,0.923,obo1,b3737
b1939,b3993,0.846,obo2,b3737
b3993,b0439,0.769,obo1,b3737
b0439,b3288,0.692,obo2,b3737
b3288,b4315,0.615,obo1,b3737
b4315,b3393,0.538,obo2,b3737
b3393,b2281,0.462,obo1,b3737
b2281,b1628,0.385,obo2,b3737
b1628,b3959,0.308,obo1,b3737
b3959,b0118,0.231,obo2,b3737
b0118,b0863,0.154,obo1,b3737
b0863,b2600,0.077,obo2,b3737
b2600,b2281,0.000,obo1,b3737
b3318,b0948,0.909,obo1,b3318
b0948,b3923,0.818,obo2,b3318
b3923,b2665,0.727,obo1,b3318
b2665,b1967,0.636,obo2,b3318
b1967,b1628,0.545,obo1,b3318
b1628,b3959,0.455,obo2,b3318
b3959,b0118,0.364,obo1,b3318
b0118,b0863,0.273,obo2,b3318
b0863,b2600,0.182,obo1,b3318
b2600,b2281,0.091,obo2,b3318
b2281,b1628,0.000,obo1,b3318
b3023,b3310,0.750,obo1,b3023
b3310,b3167,0.500,obo2,b3023
b3167,b1679,0.250,obo1,b3023
b1679,b3167,0.000,obo2,b3023
b3256,b3990,0.900,obo1,b3256
b3990,b0979,0.800,obo2,b3256
b0979,b1208,0.700,obo1,b3256
b1208,b1709,0.600,obo2,b3256
b1709,b0285,0.500,obo1,b3256
b0285,b0284,0.400,obo2,b3256
b0284,b1632,0.300,obo1,b3256
b1632,b1883,0.200,obo2,b3256
b1883,b1224,0.100,obo1,b3256
b1224,b1883,0.000,obo2,b3256
b3255,b0767,0.800,obo1,b3255
b0767,b2537,0.600,obo2,b3255
b2537,b3507,0.400,obo1,b3255
b3507,b3388,0.200,obo2,b3255
b3388,b3507,0.000,obo1,b3255
b3312,b0419,0.667,obo1,b3312
b0419,b0523,0.333,obo2,b3312
b0523,b0419,0.000,obo1,b3312
b3313,b0720,0.800,obo1,b3313
b0720,b0727,0.600,obo2,b3313
b0727,b1883,0.400,obo1,b3313
b1883,b1224,0.200,obo2,b3313
b1224,b1883,0.000,obo1,b3313
b3310,b3167,0.667,obo1,b3310
b3167,b1679,0.333,obo2,b3310
b1679,b3167,0.000,obo1,b3310
b3311,b0711,0.909,obo1,b3311
b0711,b1246,0.818,obo2,b3311
b1246,b4015,0.727,obo1,b3311
b4015,b1208,0.636,obo2,b3311
b1208,b1709,0.545,obo1,b3311
b1709,b0285,0.455,obo2,b3311
b0285,b0284,0.364,obo1,b3311
b0284,b1632,0.273,obo2,b3311
b1632,b1883,0.182,obo1,b3311
b1883,b1224,0.091,obo2,b3311
b1224,b1883,0.000,obo1,b3311
b3316,b1210,0.500,obo1,b3316
b1210,b3316,0.000,obo2,b3316
b0860,b1493,0.800,obo1,b0860
b1493,b2903,0.600,obo2,b0860
b2903,b4188,0.400,obo1,b0860
b4188,b2203,0.200,obo2,b0860
b2203,b4188,0.000,obo1,b0860
b3314,b0595,0.833,obo1,b3314
b0595,b2146,0.667,obo2,b3314
b2146,b2283,0.500,obo1,b3314
b2283,b1244,0.333,obo2,b3314
b1244,b2296,0.167,obo1,b3314
b2296,b1244,0.000,obo2,b3314
b3315,b2799,0.800,obo1,b3315
b2799,b1732,0.600,obo2,b3315
b1732,b3507,0.400,obo1,b3315
b3507,b3388,0.200,obo2,b3315
b3388,b3507,0.000,obo1,b3315
b1478,b0062,0.500,obo1,b1478
b0062,b1478,0.000,obo2,b1478
b1773,b0151,0.667,obo1,b1773
b0151,b3981,0.333,obo2,b1773
b3981,b0151,0.000,obo1,b1773
b2728,b4127,0.875,obo1,b2728
b4127,b2095,0.750,obo2,b2728
b2095,b1799,0.625,obo1,b2728
b1799,b3731,0.500,obo2,b2728
b3731,b3650,0.375,obo1,b2728
b3650,b0114,0.250,obo2,b2728
b0114,b0750,0.125,obo1,b2728
b0750,b0114,0.000,obo2,b2728
b0685,b4147,0.500,obo1,b0685
b4147,b0685,0.000,obo2,b0685
b4100,b1825,0.917,obo1,b4100
b1825,b1129,0.833,obo2,b4100
b1129,b4119,0.750,obo1,b4100
b4119,b0726,0.667,obo2,b4100
b0726,b3748,0.583,obo1,b4100
b3748,b2341,0.500,obo2,b4100
b2341,b2309,0.417,obo1,b4100
b2309,b2287,0.333,obo2,b4100
b2287,b1076,0.250,obo1,b4100
b1076,b0003,0.167,obo2,b4100
b0003,b1444,0.083,obo1,b4100
b1444,b0003,0.000,obo2,b4100
b1778,b2095,0.857,obo1,b1778
b2095,b1799,0.714,obo2,b1778
b1799,b3731,0.571,obo1,b1778
b3731,b3650,0.429,obo2,b1778
b3650,b0114,0.286,obo1,b1778
b0114,b0750,0.143,obo2,b1778
b0750,b0114,0.000,obo1,b1778
b1779,b3510,0.500,obo1,b1779
b3510,b1779,0.000,obo2,b1779
b2500,b3622,0.667,obo1,b2500
b3622,b4068,0.333,obo2,b2500
b4068,b3622,0.000,obo1,b2500
b2310,b2095,0.857,obo1,b2310
b2095,b1799,0.714,obo2,b2310
b1799,b3731,0.571,obo1,b2310
b3731,b3650,0.429,obo2,b2310
b3650,b0114,0.286,obo1,b2310
b0114,b0750,0.143,obo2,b2310
b0750,b0114,0.000,obo1,b2310
b2313,b3987,0.800,obo1,b2313
b3987,b2498,0.600,obo2,b2313
b2498,b4045,0.400,obo1,b2313
b4045,b2019,0.200,obo2,b2313
b2019,b4045,0.000,obo1,b2313
b2312,b0728,0.833,obo1,b2312
b0728,b3224,0.667,obo2,b2312
b3224,b2013,0.500,obo1,b2312
b2013,b2019,0.333,obo2,b2312
b2019,b4045,0.167,obo1,b2312
b4045,b2019,0.000,obo2,b2312
b0999,b1938,0.750,obo1,b0999
b1938,b3239,0.500,obo2,b0999
b3239,b4014,0.250,obo1,b0999
b4014,b3239,0.000,obo2,b0999
b3384,b0926,0.800,obo1,b3384
b0926,b1849,0.600,obo2,b3384
b1849,b1444,0.400,obo1,b3384
b1444,b0003,0.200,obo2,b3384
b0003,b1444,0.000,obo1,b3384
b2317,b1388,0.800,obo1,b2317
b1388,b0865,0.600,obo2,b2317
b0865,b1224,0.400,obo1,b2317
b1224,b1883,0.200,obo2,b2317
b1883,b1224,0.000,obo1,b2317
b3389,b1074,0.800,obo1,b3389
b1074,b1888,0.600,obo2,b3389
b1888,b3153,0.400,obo1,b3389
b3153,b1276,0.200,obo2,b3389
b1276,b1074,0.000,obo1,b3389
b3388,b3507,0.500,obo1,b3388
b3507,b3388,0.000,obo2,b3388
b2253,b1287,0.857,obo1,b2253
b1287,b3517,0.714,obo2,b2253
b3517,b3049,0.571,obo1,b2253
b3049,b0643,0.429,obo2,b2253
b0643,b0886,0.286,obo1,b2253
b0886,b0169,0.143,obo2,b2253
b0169,b3049,0.000,obo1,b2253
b2254,b1441,0.929,obo1,b2254
b1441,b0850,0.857,obo2,b2254
b0850,b0121,0.786,obo1,b2254
b0121,b2528,0.714,obo2,b2254
b2528,b3992,0.643,obo1,b2254
b3992,b3185,0.571,obo2,b2254
b3185,b0433,0.500,obo1,b2254
b0433,b3959,0.429,obo2,b2254
b3959,b0118,0.357,obo1,b2254
b0118,b0863,0.286,obo2,b2254
b0863,b2600,0.214,obo1,b2254
b2600,b2281,0.143,obo2,b2254
b2281,b1628,0.071,obo1,b2254
b1628,b3959,0.000,obo2,b2254
b3736,b0050,0.750,obo1,b3736
b0050,b3749,0.500,obo2,b3736
b3749,b4067,0.250,obo1,b3736
b4067,b3749,0.000,obo2,b3736
b3670,b2024,0.750,obo1,b3670
